"","X","participant_id","option_chosen","problem_number","running_number","trial_number","cond","a.b.f","b.b.f","a.se.f","b.se.f","a_be","pa_be","a_se","pa_se","b_be","pb_be","b_se","pb_se","de_gap_rule"
"3720",3720,31,0,100,60,51,"exp",0.727272727272727,0.545454545454545,0.272727272727273,0.0909090909090909,4,0.761,2,0.276,4,0.716,7,0.056,0.266666666666667
"3721",3721,32,0,2,1,44,"desc",NA,NA,NA,NA,3,0.88,8,0.114,3,0.733,7,0.178,0.133333333333333
"3722",3722,32,1,3,2,6,"desc",NA,NA,NA,NA,10,0.68,6,0.251,10,0.614,10,0.051,0.133333333333333
"3723",3723,32,0,5,3,46,"desc",NA,NA,NA,NA,10,0.905,10,0.074,10,0.709,6,0.205,0.133333333333333
"3724",3724,32,0,8,4,30,"desc",NA,NA,NA,NA,3,0.545,10,0.067,3,0.694,9,0.026,0.133333333333333
"3725",3725,32,1,10,5,24,"desc",NA,NA,NA,NA,10,0.921,6,0.226,10,0.73,8,0.089,0.133333333333333
"3726",3726,32,0,11,6,10,"desc",NA,NA,NA,NA,4,0.644,10,0.02,4,0.914,6,0.14,0.133333333333333
"3727",3727,32,1,12,7,35,"desc",NA,NA,NA,NA,3,0.688,8,0.122,3,0.706,9,0.024,0.133333333333333
"3728",3728,32,0,13,8,49,"desc",NA,NA,NA,NA,10,0.635,8,0.157,10,0.611,8,0.092,0.133333333333333
"3729",3729,32,1,14,9,22,"desc",NA,NA,NA,NA,3,0.511,8,0.049,3,0.778,10,0.054,0.133333333333333
"3730",3730,32,1,15,10,53,"desc",NA,NA,NA,NA,3,0.675,6,0.105,3,0.775,8,0.176,0.133333333333333
"3731",3731,32,1,16,11,39,"desc",NA,NA,NA,NA,10,0.836,9,0.014,10,0.703,8,0.185,0.133333333333333
"3732",3732,32,0,17,12,42,"desc",NA,NA,NA,NA,4,0.922,10,0.062,4,0.563,8,0.056,0.133333333333333
"3733",3733,32,1,18,13,1,"desc",NA,NA,NA,NA,5,0.584,10,0.015,5,0.658,10,0.027,0.133333333333333
"3734",3734,32,0,19,14,2,"desc",NA,NA,NA,NA,7,0.804,8,0.064,7,0.889,6,0.163,0.133333333333333
"3735",3735,32,1,22,15,50,"desc",NA,NA,NA,NA,10,0.642,6,0.213,10,0.902,10,0.042,0.133333333333333
"3736",3736,32,0,23,16,18,"desc",NA,NA,NA,NA,5,0.828,8,0.033,5,0.81,7,0.104,0.133333333333333
"3737",3737,32,0,26,17,59,"desc",NA,NA,NA,NA,10,0.645,7,0.215,10,0.8,6,0.188,0.133333333333333
"3738",3738,32,0,27,18,29,"desc",NA,NA,NA,NA,7,0.517,10,0.085,7,0.835,10,0.072,0.133333333333333
"3739",3739,32,1,28,19,16,"desc",NA,NA,NA,NA,10,0.9,9,0.012,10,0.786,6,0.181,0.133333333333333
"3740",3740,32,0,29,20,17,"desc",NA,NA,NA,NA,5,0.676,8,0.058,5,0.571,6,0.218,0.133333333333333
"3741",3741,32,1,31,21,37,"desc",NA,NA,NA,NA,7,0.769,8,0.091,7,0.681,8,0.219,0.133333333333333
"3742",3742,32,1,32,22,20,"desc",NA,NA,NA,NA,7,0.86,7,0.132,7,0.782,9,0.014,0.133333333333333
"3743",3743,32,0,34,23,31,"desc",NA,NA,NA,NA,5,0.596,8,0.145,5,0.944,10,0.135,0.133333333333333
"3744",3744,32,0,35,24,48,"desc",NA,NA,NA,NA,3,0.575,9,0.014,3,0.724,8,0.183,0.133333333333333
"3745",3745,32,1,36,25,27,"desc",NA,NA,NA,NA,8,0.791,9,0.019,8,0.631,10,0.019,0.133333333333333
"3746",3746,32,1,39,26,33,"desc",NA,NA,NA,NA,10,0.752,6,0.146,10,0.624,10,0.037,0.133333333333333
"3747",3747,32,0,42,27,51,"desc",NA,NA,NA,NA,10,0.561,7,0.199,10,0.824,8,0.151,0.133333333333333
"3748",3748,32,1,43,28,36,"desc",NA,NA,NA,NA,8,0.767,10,0.03,8,0.871,10,0.117,0.133333333333333
"3749",3749,32,1,44,29,28,"desc",NA,NA,NA,NA,3,0.766,8,0.083,3,0.635,6,0.136,0.133333333333333
"3750",3750,32,1,45,30,5,"desc",NA,NA,NA,NA,5,0.609,6,0.164,5,0.691,7,0.081,0.133333333333333
"3751",3751,32,0,48,31,47,"desc",NA,NA,NA,NA,8,0.754,10,0.088,8,0.833,8,0.235,0.133333333333333
"3752",3752,32,1,53,32,55,"desc",NA,NA,NA,NA,5,0.713,9,0.01,5,0.763,10,0.041,0.133333333333333
"3753",3753,32,1,54,33,58,"desc",NA,NA,NA,NA,10,0.659,6,0.227,10,0.594,8,0.134,0.133333333333333
"3754",3754,32,0,56,34,52,"desc",NA,NA,NA,NA,6,0.77,10,0.016,6,0.62,8,0.091,0.133333333333333
"3755",3755,32,1,57,35,56,"desc",NA,NA,NA,NA,3,0.645,8,0.137,3,0.677,10,0.017,0.133333333333333
"3756",3756,32,1,59,36,8,"desc",NA,NA,NA,NA,10,0.569,8,0.16,10,0.795,9,0.071,0.133333333333333
"3757",3757,32,0,60,37,21,"desc",NA,NA,NA,NA,10,0.566,10,0.06,10,0.766,8,0.192,0.133333333333333
"3758",3758,32,0,61,38,23,"desc",NA,NA,NA,NA,3,0.86,10,0.104,3,0.659,6,0.138,0.133333333333333
"3759",3759,32,1,65,39,60,"desc",NA,NA,NA,NA,10,0.571,6,0.261,10,0.514,9,0.014,0.133333333333333
"3760",3760,32,0,67,40,54,"desc",NA,NA,NA,NA,10,0.711,10,0.145,10,0.536,6,0.139,0.133333333333333
"3761",3761,32,1,68,41,57,"desc",NA,NA,NA,NA,8,0.845,6,0.162,8,0.869,8,0.068,0.133333333333333
"3762",3762,32,1,70,42,25,"desc",NA,NA,NA,NA,6,0.556,9,0.029,6,0.715,10,0.105,0.133333333333333
"3763",3763,32,0,71,43,26,"desc",NA,NA,NA,NA,10,0.606,10,0.036,10,0.577,6,0.105,0.133333333333333
"3764",3764,32,1,73,44,11,"desc",NA,NA,NA,NA,5,0.703,7,0.162,5,0.756,8,0.103,0.133333333333333
"3765",3765,32,0,74,45,41,"desc",NA,NA,NA,NA,3,0.693,10,0.031,3,0.708,7,0.18,0.133333333333333
"3766",3766,32,0,76,46,19,"desc",NA,NA,NA,NA,10,0.794,8,0.2,10,0.837,9,0.018,0.133333333333333
"3767",3767,32,1,77,47,45,"desc",NA,NA,NA,NA,10,0.741,9,0.02,10,0.571,6,0.198,0.133333333333333
"3768",3768,32,1,79,48,13,"desc",NA,NA,NA,NA,6,0.733,6,0.167,6,0.799,10,0.038,0.133333333333333
"3769",3769,32,1,80,49,15,"desc",NA,NA,NA,NA,4,0.812,8,0.037,4,0.817,7,0.199,0.133333333333333
"3770",3770,32,1,81,50,14,"desc",NA,NA,NA,NA,3,0.626,6,0.205,3,0.571,10,0.027,0.133333333333333
"3771",3771,32,0,83,51,3,"desc",NA,NA,NA,NA,3,0.742,10,0.052,3,0.688,8,0.112,0.133333333333333
"3772",3772,32,1,84,52,7,"desc",NA,NA,NA,NA,3,0.595,7,0.187,3,0.669,8,0.065,0.133333333333333
"3773",3773,32,0,85,53,34,"desc",NA,NA,NA,NA,10,0.668,6,0.153,10,0.846,8,0.082,0.133333333333333
"3774",3774,32,0,86,54,9,"desc",NA,NA,NA,NA,4,0.716,8,0.074,4,0.676,6,0.176,0.133333333333333
"3775",3775,32,0,90,55,4,"desc",NA,NA,NA,NA,8,0.832,8,0.118,8,0.903,6,0.193,0.133333333333333
"3776",3776,32,1,92,56,40,"desc",NA,NA,NA,NA,10,0.793,9,0.013,10,0.637,8,0.089,0.133333333333333
"3777",3777,32,1,95,57,12,"desc",NA,NA,NA,NA,3,0.604,10,0.043,3,0.514,10,0.071,0.133333333333333
"3778",3778,32,1,96,58,43,"desc",NA,NA,NA,NA,10,0.703,8,0.066,10,0.597,7,0.158,0.133333333333333
"3779",3779,32,1,99,59,32,"desc",NA,NA,NA,NA,5,0.596,8,0.137,5,0.736,10,0.075,0.133333333333333
"3780",3780,32,1,100,60,38,"desc",NA,NA,NA,NA,3,0.761,6,0.276,3,0.716,9,0.056,0.133333333333333
"3781",3781,32,1,2,1,22,"exp",1,0,0,0,3,0.88,8,0.114,3,0.733,7,0.178,0.133333333333333
"3782",3782,32,0,3,2,4,"exp",1,0.5,0.5,0,10,0.68,6,0.251,10,0.614,10,0.051,0.133333333333333
"3783",3783,32,1,5,3,29,"exp",1,0,0,0,10,0.905,10,0.074,10,0.709,6,0.205,0.133333333333333
"3784",3784,32,1,8,4,25,"exp",1,0,0,0,3,0.545,10,0.067,3,0.694,9,0.026,0.133333333333333
"3785",3785,32,1,10,5,7,"exp",1,0.666666666666667,0.666666666666667,0,10,0.921,6,0.226,10,0.73,8,0.089,0.133333333333333
"3786",3786,32,0,11,6,58,"exp",0,1,0,0,4,0.644,10,0.02,4,0.914,6,0.14,0.133333333333333
"3787",3787,32,0,12,7,16,"exp",0,1,0,0,3,0.688,8,0.122,3,0.706,9,0.024,0.133333333333333
"3788",3788,32,1,13,8,39,"exp",1,0,0,0,10,0.635,8,0.157,10,0.611,8,0.092,0.133333333333333
"3789",3789,32,1,14,9,31,"exp",1,0,0,0,3,0.511,8,0.049,3,0.778,10,0.054,0.133333333333333
"3790",3790,32,1,15,10,1,"exp",0.5,0,0,0,3,0.675,6,0.105,3,0.775,8,0.176,0.133333333333333
"3791",3791,32,1,16,11,34,"exp",1,0,0,0,10,0.836,9,0.014,10,0.703,8,0.185,0.133333333333333
"3792",3792,32,0,17,12,18,"exp",1,0.5,0.5,0,4,0.922,10,0.062,4,0.563,8,0.056,0.133333333333333
"3793",3793,32,1,18,13,53,"exp",1,0,0,0,5,0.584,10,0.015,5,0.658,10,0.027,0.133333333333333
"3794",3794,32,0,19,14,45,"exp",0.5,1,0,0.333333333333333,7,0.804,8,0.064,7,0.889,6,0.163,0.133333333333333
"3795",3795,32,0,22,15,30,"exp",1,1,0,0,10,0.642,6,0.213,10,0.902,10,0.042,0.133333333333333
"3796",3796,32,0,23,16,11,"exp",0,1,0,0,5,0.828,8,0.033,5,0.81,7,0.104,0.133333333333333
"3797",3797,32,0,26,17,28,"exp",0,1,0,0,10,0.645,7,0.215,10,0.8,6,0.188,0.133333333333333
"3798",3798,32,1,27,18,23,"exp",1,0,0,0,7,0.517,10,0.085,7,0.835,10,0.072,0.133333333333333
"3799",3799,32,1,28,19,17,"exp",0,0,0,0,10,0.9,9,0.012,10,0.786,6,0.181,0.133333333333333
"3800",3800,32,1,29,20,8,"exp",1,0,0,1,5,0.676,8,0.058,5,0.571,6,0.218,0.133333333333333
"3801",3801,32,0,31,21,54,"exp",0,1,0,0,7,0.769,8,0.091,7,0.681,8,0.219,0.133333333333333
"3802",3802,32,1,32,22,40,"exp",1,0,0,0,7,0.86,7,0.132,7,0.782,9,0.014,0.133333333333333
"3803",3803,32,0,34,23,20,"exp",0,1,0,0,5,0.596,8,0.145,5,0.944,10,0.135,0.133333333333333
"3804",3804,32,1,35,24,42,"exp",0.5,0,0,0,3,0.575,9,0.014,3,0.724,8,0.183,0.133333333333333
"3805",3805,32,0,36,25,49,"exp",0.75,0.75,0,0,8,0.791,9,0.019,8,0.631,10,0.019,0.133333333333333
"3806",3806,32,0,39,26,27,"exp",0.666666666666667,0.2,0.5,0,10,0.752,6,0.146,10,0.624,10,0.037,0.133333333333333
"3807",3807,32,1,42,27,48,"exp",1,1,0,0,10,0.561,7,0.199,10,0.824,8,0.151,0.133333333333333
"3808",3808,32,1,43,28,59,"exp",1,0,0,0,8,0.767,10,0.03,8,0.871,10,0.117,0.133333333333333
"3809",3809,32,1,44,29,2,"exp",1,0,0,0,3,0.766,8,0.083,3,0.635,6,0.136,0.133333333333333
"3810",3810,32,0,45,30,41,"exp",0,0.333333333333333,0,0,5,0.609,6,0.164,5,0.691,7,0.081,0.133333333333333
"3811",3811,32,1,48,31,19,"exp",1,0,0,1,8,0.754,10,0.088,8,0.833,8,0.235,0.133333333333333
"3812",3812,32,1,53,32,26,"exp",1,0,0,0,5,0.713,9,0.01,5,0.763,10,0.041,0.133333333333333
"3813",3813,32,0,54,33,35,"exp",0,1,0,0,10,0.659,6,0.227,10,0.594,8,0.134,0.133333333333333
"3814",3814,32,0,56,34,44,"exp",0,1,0,0,6,0.77,10,0.016,6,0.62,8,0.091,0.133333333333333
"3815",3815,32,0,57,35,9,"exp",0,1,1,0,3,0.645,8,0.137,3,0.677,10,0.017,0.133333333333333
"3816",3816,32,0,59,36,6,"exp",1,1,0.333333333333333,0,10,0.569,8,0.16,10,0.795,9,0.071,0.133333333333333
"3817",3817,32,0,60,37,37,"exp",0,1,0,0,10,0.566,10,0.06,10,0.766,8,0.192,0.133333333333333
"3818",3818,32,0,61,38,14,"exp",0,1,0,0,3,0.86,10,0.104,3,0.659,6,0.138,0.133333333333333
"3819",3819,32,0,65,39,5,"exp",0.5,0.666666666666667,0,0,10,0.571,6,0.261,10,0.514,9,0.014,0.133333333333333
"3820",3820,32,1,67,40,50,"exp",1,0,0,0,10,0.711,10,0.145,10,0.536,6,0.139,0.133333333333333
"3821",3821,32,1,68,41,43,"exp",1,0,0,0,8,0.845,6,0.162,8,0.869,8,0.068,0.133333333333333
"3822",3822,32,1,70,42,46,"exp",0.5,0,0,0,6,0.556,9,0.029,6,0.715,10,0.105,0.133333333333333
"3823",3823,32,0,71,43,24,"exp",0,0.666666666666667,0,0.333333333333333,10,0.606,10,0.036,10,0.577,6,0.105,0.133333333333333
"3824",3824,32,1,73,44,21,"exp",1,0,0,0,5,0.703,7,0.162,5,0.756,8,0.103,0.133333333333333
"3825",3825,32,0,74,45,13,"exp",0.666666666666667,0.75,0.333333333333333,0,3,0.693,10,0.031,3,0.708,7,0.18,0.133333333333333
"3826",3826,32,0,76,46,3,"exp",0.5,1,0,0,10,0.794,8,0.2,10,0.837,9,0.018,0.133333333333333
"3827",3827,32,1,77,47,47,"exp",1,0,0,0,10,0.741,9,0.02,10,0.571,6,0.198,0.133333333333333
"3828",3828,32,1,79,48,52,"exp",1,0,0,0,6,0.733,6,0.167,6,0.799,10,0.038,0.133333333333333
"3829",3829,32,0,80,49,10,"exp",0,1,0,0,4,0.812,8,0.037,4,0.817,7,0.199,0.133333333333333
"3830",3830,32,0,81,50,56,"exp",0,1,0,0,3,0.626,6,0.205,3,0.571,10,0.027,0.133333333333333
"3831",3831,32,0,83,51,60,"exp",1,1,1,0,3,0.742,10,0.052,3,0.688,8,0.112,0.133333333333333
"3832",3832,32,0,84,52,15,"exp",0,0.25,0.5,0,3,0.595,7,0.187,3,0.669,8,0.065,0.133333333333333
"3833",3833,32,0,85,53,36,"exp",0,1,1,0,10,0.668,6,0.153,10,0.846,8,0.082,0.133333333333333
"3834",3834,32,1,86,54,32,"exp",1,1,0,0.5,4,0.716,8,0.074,4,0.676,6,0.176,0.133333333333333
"3835",3835,32,1,90,55,57,"exp",1,1,0,1,8,0.832,8,0.118,8,0.903,6,0.193,0.133333333333333
"3836",3836,32,0,92,56,33,"exp",0.5,1,0,0,10,0.793,9,0.013,10,0.637,8,0.089,0.133333333333333
"3837",3837,32,1,95,57,38,"exp",1,0,0,0,3,0.604,10,0.043,3,0.514,10,0.071,0.133333333333333
"3838",3838,32,1,96,58,12,"exp",1,0,0,0,10,0.703,8,0.066,10,0.597,7,0.158,0.133333333333333
"3839",3839,32,0,99,59,55,"exp",0,1,0,0,5,0.596,8,0.137,5,0.736,10,0.075,0.133333333333333
"3840",3840,32,1,100,60,51,"exp",0.333333333333333,0.5,0,0.5,3,0.761,6,0.276,3,0.716,9,0.056,0.133333333333333
"3841",3841,33,1,2,1,48,"desc",NA,NA,NA,NA,3,0.88,5,0.114,3,0.733,4,0.178,0.266666666666667
"3842",3842,33,1,3,2,7,"desc",NA,NA,NA,NA,9,0.68,2,0.251,9,0.614,10,0.051,0.266666666666667
"3843",3843,33,0,5,3,21,"desc",NA,NA,NA,NA,5,0.905,10,0.074,5,0.709,2,0.205,0.266666666666667
"3844",3844,33,0,8,4,47,"desc",NA,NA,NA,NA,5,0.545,6,0.067,5,0.694,3,0.026,0.266666666666667
"3845",3845,33,1,10,5,54,"desc",NA,NA,NA,NA,5,0.921,2,0.226,5,0.73,7,0.089,0.266666666666667
"3846",3846,33,0,11,6,52,"desc",NA,NA,NA,NA,6,0.644,8,0.02,6,0.914,4,0.14,0.266666666666667
"3847",3847,33,0,12,7,40,"desc",NA,NA,NA,NA,3,0.688,5,0.122,3,0.706,3,0.024,0.266666666666667
"3848",3848,33,0,13,8,29,"desc",NA,NA,NA,NA,10,0.635,7,0.157,10,0.611,6,0.092,0.266666666666667
"3849",3849,33,1,14,9,9,"desc",NA,NA,NA,NA,3,0.511,7,0.049,3,0.778,10,0.054,0.266666666666667
"3850",3850,33,1,15,10,18,"desc",NA,NA,NA,NA,3,0.675,2,0.105,3,0.775,5,0.176,0.266666666666667
"3851",3851,33,1,16,11,41,"desc",NA,NA,NA,NA,9,0.836,3,0.014,9,0.703,6,0.185,0.266666666666667
"3852",3852,33,0,17,12,4,"desc",NA,NA,NA,NA,6,0.922,6,0.062,6,0.563,6,0.056,0.266666666666667
"3853",3853,33,1,18,13,16,"desc",NA,NA,NA,NA,7,0.584,6,0.015,7,0.658,10,0.027,0.266666666666667
"3854",3854,33,0,19,14,12,"desc",NA,NA,NA,NA,7,0.804,7,0.064,7,0.889,4,0.163,0.266666666666667
"3855",3855,33,1,22,15,11,"desc",NA,NA,NA,NA,10,0.642,2,0.213,10,0.902,10,0.042,0.266666666666667
"3856",3856,33,0,23,16,30,"desc",NA,NA,NA,NA,7,0.828,7,0.033,7,0.81,4,0.104,0.266666666666667
"3857",3857,33,0,26,17,24,"desc",NA,NA,NA,NA,9,0.645,4,0.215,9,0.8,2,0.188,0.266666666666667
"3858",3858,33,0,27,18,25,"desc",NA,NA,NA,NA,7,0.517,8,0.085,7,0.835,6,0.072,0.266666666666667
"3859",3859,33,1,28,19,35,"desc",NA,NA,NA,NA,9,0.9,3,0.012,9,0.786,4,0.181,0.266666666666667
"3860",3860,33,0,29,20,45,"desc",NA,NA,NA,NA,7,0.676,5,0.058,7,0.571,2,0.218,0.266666666666667
"3861",3861,33,1,31,21,28,"desc",NA,NA,NA,NA,7,0.769,5,0.091,7,0.681,6,0.219,0.266666666666667
"3862",3862,33,1,32,22,19,"desc",NA,NA,NA,NA,7,0.86,4,0.132,7,0.782,3,0.014,0.266666666666667
"3863",3863,33,0,34,23,49,"desc",NA,NA,NA,NA,7,0.596,6,0.145,7,0.944,8,0.135,0.266666666666667
"3864",3864,33,1,35,24,26,"desc",NA,NA,NA,NA,5,0.575,3,0.014,5,0.724,7,0.183,0.266666666666667
"3865",3865,33,1,36,25,32,"desc",NA,NA,NA,NA,7,0.791,3,0.019,7,0.631,6,0.019,0.266666666666667
"3866",3866,33,1,39,26,42,"desc",NA,NA,NA,NA,5,0.752,4,0.146,5,0.624,10,0.037,0.266666666666667
"3867",3867,33,0,42,27,38,"desc",NA,NA,NA,NA,10,0.561,4,0.199,10,0.824,5,0.151,0.266666666666667
"3868",3868,33,1,43,28,60,"desc",NA,NA,NA,NA,7,0.767,8,0.03,7,0.871,8,0.117,0.266666666666667
"3869",3869,33,1,44,29,44,"desc",NA,NA,NA,NA,3,0.766,5,0.083,3,0.635,4,0.136,0.266666666666667
"3870",3870,33,1,45,30,50,"desc",NA,NA,NA,NA,7,0.609,2,0.164,7,0.691,4,0.081,0.266666666666667
"3871",3871,33,0,48,31,10,"desc",NA,NA,NA,NA,7,0.754,10,0.088,7,0.833,5,0.235,0.266666666666667
"3872",3872,33,1,53,32,43,"desc",NA,NA,NA,NA,7,0.713,3,0.01,7,0.763,6,0.041,0.266666666666667
"3873",3873,33,1,54,33,31,"desc",NA,NA,NA,NA,9,0.659,2,0.227,9,0.594,6,0.134,0.266666666666667
"3874",3874,33,1,56,34,27,"desc",NA,NA,NA,NA,4,0.77,6,0.016,4,0.62,6,0.091,0.266666666666667
"3875",3875,33,0,57,35,15,"desc",NA,NA,NA,NA,5,0.645,7,0.137,5,0.677,8,0.017,0.266666666666667
"3876",3876,33,0,59,36,5,"desc",NA,NA,NA,NA,9,0.569,5,0.16,9,0.795,3,0.071,0.266666666666667
"3877",3877,33,0,60,37,39,"desc",NA,NA,NA,NA,9,0.566,8,0.06,9,0.766,5,0.192,0.266666666666667
"3878",3878,33,0,61,38,6,"desc",NA,NA,NA,NA,5,0.86,10,0.104,5,0.659,4,0.138,0.266666666666667
"3879",3879,33,1,65,39,14,"desc",NA,NA,NA,NA,5,0.571,2,0.261,5,0.514,3,0.014,0.266666666666667
"3880",3880,33,0,67,40,55,"desc",NA,NA,NA,NA,9,0.711,8,0.145,9,0.536,2,0.139,0.266666666666667
"3881",3881,33,1,68,41,1,"desc",NA,NA,NA,NA,7,0.845,2,0.162,7,0.869,6,0.068,0.266666666666667
"3882",3882,33,1,70,42,46,"desc",NA,NA,NA,NA,4,0.556,3,0.029,4,0.715,8,0.105,0.266666666666667
"3883",3883,33,1,71,43,20,"desc",NA,NA,NA,NA,5,0.606,8,0.036,5,0.577,4,0.105,0.266666666666667
"3884",3884,33,1,73,44,53,"desc",NA,NA,NA,NA,7,0.703,4,0.162,7,0.756,7,0.103,0.266666666666667
"3885",3885,33,0,74,45,51,"desc",NA,NA,NA,NA,3,0.693,8,0.031,3,0.708,4,0.18,0.266666666666667
"3886",3886,33,0,76,46,33,"desc",NA,NA,NA,NA,9,0.794,7,0.2,9,0.837,3,0.018,0.266666666666667
"3887",3887,33,1,77,47,56,"desc",NA,NA,NA,NA,5,0.741,3,0.02,5,0.571,2,0.198,0.266666666666667
"3888",3888,33,1,79,48,8,"desc",NA,NA,NA,NA,4,0.733,4,0.167,4,0.799,6,0.038,0.266666666666667
"3889",3889,33,0,80,49,59,"desc",NA,NA,NA,NA,6,0.812,6,0.037,6,0.817,4,0.199,0.266666666666667
"3890",3890,33,1,81,50,58,"desc",NA,NA,NA,NA,3,0.626,2,0.205,3,0.571,10,0.027,0.266666666666667
"3891",3891,33,1,83,51,36,"desc",NA,NA,NA,NA,5,0.742,6,0.052,5,0.688,7,0.112,0.266666666666667
"3892",3892,33,0,84,52,57,"desc",NA,NA,NA,NA,5,0.595,4,0.187,5,0.669,6,0.065,0.266666666666667
"3893",3893,33,0,85,53,3,"desc",NA,NA,NA,NA,10,0.668,4,0.153,10,0.846,6,0.082,0.266666666666667
"3894",3894,33,0,86,54,23,"desc",NA,NA,NA,NA,6,0.716,6,0.074,6,0.676,2,0.176,0.266666666666667
"3895",3895,33,0,90,55,37,"desc",NA,NA,NA,NA,7,0.832,7,0.118,7,0.903,2,0.193,0.266666666666667
"3896",3896,33,1,92,56,34,"desc",NA,NA,NA,NA,9,0.793,3,0.013,9,0.637,7,0.089,0.266666666666667
"3897",3897,33,1,95,57,22,"desc",NA,NA,NA,NA,5,0.604,6,0.043,5,0.514,8,0.071,0.266666666666667
"3898",3898,33,1,96,58,13,"desc",NA,NA,NA,NA,10,0.703,7,0.066,10,0.597,4,0.158,0.266666666666667
"3899",3899,33,0,99,59,17,"desc",NA,NA,NA,NA,7,0.596,7,0.137,7,0.736,6,0.075,0.266666666666667
"3900",3900,33,1,100,60,2,"desc",NA,NA,NA,NA,3,0.761,2,0.276,3,0.716,3,0.056,0.266666666666667
"3901",3901,33,1,2,1,33,"exp",0.909090909090909,0.888888888888889,0,0.111111111111111,3,0.88,5,0.114,3,0.733,4,0.178,0.266666666666667
"3902",3902,33,1,3,2,37,"exp",0.666666666666667,0.636363636363636,0.333333333333333,0,9,0.68,2,0.251,9,0.614,10,0.051,0.266666666666667
"3903",3903,33,1,5,3,18,"exp",0.916666666666667,0.625,0,0.375,5,0.905,10,0.074,5,0.709,2,0.205,0.266666666666667
"3904",3904,33,0,8,4,52,"exp",0.5,0.666666666666667,0.25,0,5,0.545,6,0.067,5,0.694,3,0.026,0.266666666666667
"3905",3905,33,1,10,5,38,"exp",0.875,0.8,0.25,0.1,5,0.921,2,0.226,5,0.73,7,0.089,0.266666666666667
"3906",3906,33,1,11,6,58,"exp",0.727272727272727,0.75,0,0.25,6,0.644,8,0.02,6,0.914,4,0.14,0.266666666666667
"3907",3907,33,1,12,7,55,"exp",0.714285714285714,0.857142857142857,0.142857142857143,0,3,0.688,5,0.122,3,0.706,3,0.024,0.266666666666667
"3908",3908,33,0,13,8,20,"exp",0.714285714285714,1,0,0,10,0.635,7,0.157,10,0.611,6,0.092,0.266666666666667
"3909",3909,33,1,14,9,19,"exp",0.333333333333333,0,0,0.5,3,0.511,7,0.049,3,0.778,10,0.054,0.266666666666667
"3910",3910,33,0,15,10,41,"exp",0.6,0.869565217391304,0,0.0869565217391304,3,0.675,2,0.105,3,0.775,5,0.176,0.266666666666667
"3911",3911,33,1,16,11,49,"exp",0.888888888888889,1,0,0,9,0.836,3,0.014,9,0.703,6,0.185,0.266666666666667
"3912",3912,33,1,17,12,21,"exp",1,0.428571428571429,0.125,0.142857142857143,6,0.922,6,0.062,6,0.563,6,0.056,0.266666666666667
"3913",3913,33,0,18,13,39,"exp",0.8,0.625,0.1,0,7,0.584,6,0.015,7,0.658,10,0.027,0.266666666666667
"3914",3914,33,1,19,14,4,"exp",0.75,0.75,0,0,7,0.804,7,0.064,7,0.889,4,0.163,0.266666666666667
"3915",3915,33,0,22,15,50,"exp",0.333333333333333,0.9,0,0,10,0.642,2,0.213,10,0.902,10,0.042,0.266666666666667
"3916",3916,33,0,23,16,23,"exp",0.6875,0.75,0,0.0625,7,0.828,7,0.033,7,0.81,4,0.104,0.266666666666667
"3917",3917,33,0,26,17,44,"exp",1,0.578947368421053,0.25,0.157894736842105,9,0.645,4,0.215,9,0.8,2,0.188,0.266666666666667
"3918",3918,33,1,27,18,26,"exp",0.666666666666667,0.833333333333333,0,0.166666666666667,7,0.517,8,0.085,7,0.835,6,0.072,0.266666666666667
"3919",3919,33,0,28,19,59,"exp",1,0.8,0,0.1,9,0.9,3,0.012,9,0.786,4,0.181,0.266666666666667
"3920",3920,33,1,29,20,14,"exp",1,0,0,0,7,0.676,5,0.058,7,0.571,2,0.218,0.266666666666667
"3921",3921,33,1,31,21,8,"exp",0.875,0.75,0.25,0.5,7,0.769,5,0.091,7,0.681,6,0.219,0.266666666666667
"3922",3922,33,0,32,22,16,"exp",0.25,0.833333333333333,0,0,7,0.86,4,0.132,7,0.782,3,0.014,0.266666666666667
"3923",3923,33,0,34,23,45,"exp",0.8,1,0.2,0,7,0.596,6,0.145,7,0.944,8,0.135,0.266666666666667
"3924",3924,33,1,35,24,10,"exp",0.615384615384615,0.714285714285714,0,0.285714285714286,5,0.575,3,0.014,5,0.724,7,0.183,0.266666666666667
"3925",3925,33,1,36,25,28,"exp",0.857142857142857,0.444444444444444,0,0,7,0.791,3,0.019,7,0.631,6,0.019,0.266666666666667
"3926",3926,33,0,39,26,17,"exp",0.8,0.769230769230769,0.2,0,5,0.752,4,0.146,5,0.624,10,0.037,0.266666666666667
"3927",3927,33,1,42,27,40,"exp",0.52,0.833333333333333,0.16,0.333333333333333,10,0.561,4,0.199,10,0.824,5,0.151,0.266666666666667
"3928",3928,33,1,43,28,57,"exp",0.941176470588235,0.7,0,0.2,7,0.767,8,0.03,7,0.871,8,0.117,0.266666666666667
"3929",3929,33,0,44,29,31,"exp",0.6,0.76,0.133333333333333,0.08,3,0.766,5,0.083,3,0.635,4,0.136,0.266666666666667
"3930",3930,33,0,45,30,53,"exp",1,0.75,0,0.05,7,0.609,2,0.164,7,0.691,4,0.081,0.266666666666667
"3931",3931,33,0,48,31,15,"exp",0.8,0.875,0,0.125,7,0.754,10,0.088,7,0.833,5,0.235,0.266666666666667
